date,symbol,open,high,low,close,volume
2025-04-01 05:40:31.564718,STOCK1,103.8978027988214,105.27635185067341,103.03692246638532,103.8978027988214,4483691.895636158
2025-04-01 05:40:31.564718,STOCK2,82.42989364985169,83.31238342428063,81.39676006719898,82.42989364985169,3742287.0768701807
2025-04-01 05:40:31.564718,STOCK3,190.54135413166728,191.93518967710597,190.2629983237129,190.54135413166728,1604424.625558453
2025-04-01 05:40:31.564718,STOCK4,111.43161088664615,112.77542710398164,109.4152392637067,111.43161088664615,1633558.9404116753
2025-04-01 05:40:31.564718,STOCK5,137.02175711213368,138.93269732419256,136.7172459378932,137.02175711213368,4333844.086813254
2025-04-02 05:40:31.564718,STOCK1,103.8978027988214,106.54368070492917,103.8978027988214,104.61487964216745,1998722.9818230332
2025-04-02 05:40:31.564718,STOCK2,82.42989364985169,84.14923399488147,82.42989364985169,83.40712237493811,4205973.220239811
2025-04-02 05:40:31.564718,STOCK3,190.54135413166728,197.27752012510626,190.54135413166728,195.27942976522058,1207440.9701545045
2025-04-02 05:40:31.564718,STOCK4,111.43161088664615,113.72886360811401,110.78720303129096,112.44490778000333,2696385.3136749966
2025-04-02 05:40:31.564718,STOCK5,137.02175711213368,137.02175711213368,134.2437764670705,134.34824555532373,3673058.4560637027
2025-04-03 05:40:31.564718,STOCK1,104.61487964216745,106.02208955105391,102.61873403270259,105.25296257538972,2954477.174823137
2025-04-03 05:40:31.564718,STOCK2,83.40712237493811,83.40712237493811,81.44922982805066,82.61477937450746,3656104.0600531995
2025-04-03 05:40:31.564718,STOCK3,195.27942976522058,195.27942976522058,190.6503064474111,192.06580488673254,1898189.9942957552
2025-04-03 05:40:31.564718,STOCK4,112.44490778000333,112.44490778000333,107.02789328399608,109.04235081565075,1884064.2859674357
2025-04-03 05:40:31.564718,STOCK5,134.34824555532373,134.34824555532373,133.06676170597967,133.074663904971,5539795.099005479
2025-04-04 05:40:31.564718,STOCK1,105.25296257538972,108.83085693336123,105.25296257538972,107.45551262282267,3498189.9056462557
2025-04-04 05:40:31.564718,STOCK2,82.61477937450746,83.20491742903246,82.03174215785322,83.00663056915002,5444076.441995192
2025-04-04 05:40:31.564718,STOCK3,192.06580488673254,194.90284257598265,192.06580488673254,193.4538126375648,751930.1906852885
2025-04-04 05:40:31.564718,STOCK4,109.04235081565075,112.59712314269615,109.04235081565075,112.14953563142564,2969785.243279169
2025-04-04 05:40:31.564718,STOCK5,133.074663904971,137.2261698248611,133.074663904971,136.9946964528828,2927058.204917139
2025-04-05 05:40:31.564718,STOCK1,107.45551262282267,107.45551262282267,105.85277311003527,106.26748544585391,3694405.486076419
2025-04-05 05:40:31.564718,STOCK2,83.00663056915002,84.95425177709343,83.00663056915002,84.88024774120636,2934773.8069650973
2025-04-05 05:40:31.564718,STOCK3,193.4538126375648,195.93800476408714,193.36351876773222,193.58139601306783,1444953.4561566974
2025-04-05 05:40:31.564718,STOCK4,112.14953563142564,112.18578323068519,111.16453683952732,111.16646727110624,2600081.168083652
2025-04-05 05:40:31.564718,STOCK5,136.9946964528828,140.34254509460365,136.9946964528828,137.96787537694973,4715080.630052406
2025-04-06 05:40:31.564718,STOCK1,106.26748544585391,107.17928146810578,105.12041662105156,105.20974899059127,4482401.971554435
2025-04-06 05:40:31.564718,STOCK2,84.88024774120636,85.33482907403784,84.08115342792127,84.73483095363154,3819592.5188260297
2025-04-06 05:40:31.564718,STOCK3,193.58139601306783,199.226892270148,193.58139601306783,197.60543020435532,1766012.4241855189
2025-04-06 05:40:31.564718,STOCK4,111.16646727110624,111.16646727110624,110.32950591939284,110.58150788568182,1053627.34124671
2025-04-06 05:40:31.564718,STOCK5,137.96787537694973,141.66242766590725,137.96787537694973,140.37638135682283,3635257.4260540544
2025-04-07 05:40:31.564718,STOCK1,105.20974899059127,105.20974899059127,103.8193427025711,104.06631745020192,3980234.09355644
2025-04-07 05:40:31.564718,STOCK2,84.73483095363154,87.10632959075674,84.73483095363154,86.37379456250221,2805047.068883032
2025-04-07 05:40:31.564718,STOCK3,197.60543020435532,207.06571072880442,197.60543020435532,206.54577164920516,1709028.3430387238
2025-04-07 05:40:31.564718,STOCK4,110.58150788568182,110.58150788568182,107.21949813784948,108.29588314617702,3078913.879853668
2025-04-07 05:40:31.564718,STOCK5,140.37638135682283,142.62880851142606,140.37638135682283,141.1514122114572,3779535.5990139544
2025-04-08 05:40:31.564718,STOCK1,104.06631745020192,104.06631745020192,101.93212838915213,102.21175665872143,2264991.7597591463
2025-04-08 05:40:31.564718,STOCK2,86.37379456250221,89.34728711249777,86.37379456250221,87.93936097304373,2179749.438858542
2025-04-08 05:40:31.564718,STOCK3,206.54577164920516,206.54577164920516,198.53902035910528,201.3842455654227,2928274.237742252
2025-04-08 05:40:31.564718,STOCK4,108.29588314617702,108.29588314617702,103.59661650418796,104.54611074531921,3199206.9154161084
2025-04-08 05:40:31.564718,STOCK5,141.1514122114572,144.61699955109742,141.1514122114572,143.52589631657008,3749122.9069192414
2025-04-09 05:40:31.564718,STOCK1,102.21175665872143,102.21175665872143,96.35404464108103,97.05673716185841,4209791.765103832
2025-04-09 05:40:31.564718,STOCK2,87.93936097304373,87.93936097304373,83.88757470923805,84.76314746300284,2946553.5401160964
2025-04-09 05:40:31.564718,STOCK3,201.3842455654227,201.3842455654227,196.21846307465998,198.88693053909492,1789672.7051171432
2025-04-09 05:40:31.564718,STOCK4,104.54611074531921,108.1564866761703,104.54611074531921,107.04776657838322,1806035.798846065
2025-04-09 05:40:31.564718,STOCK5,143.52589631657008,143.79944642399028,142.05877932831712,142.4644591683306,2961296.978035663
2025-04-10 05:40:31.564718,STOCK1,97.05673716185841,99.07268307994973,97.05673716185841,98.96864871625147,4470967.721886084
2025-04-10 05:40:31.564718,STOCK2,84.76314746300284,84.76314746300284,83.12765986796856,83.29002979014349,3568798.4420303623
2025-04-10 05:40:31.564718,STOCK3,198.88693053909492,202.13381589597907,195.08510212028503,199.74036034335313,1131820.7005362648
2025-04-10 05:40:31.564718,STOCK4,107.04776657838322,110.79381671462528,107.04776657838322,109.89299271876641,2897664.1676192256
2025-04-10 05:40:31.564718,STOCK5,142.4644591683306,142.4644591683306,139.66437103271878,140.36446009486426,3951198.233465813
2025-04-11 05:40:31.564718,STOCK1,98.96864871625147,102.65617029423699,98.96864871625147,100.64827586823046,4413384.356111873
2025-04-11 05:40:31.564718,STOCK2,83.29002979014349,83.29002979014349,80.47105813716365,80.76895847213594,3144104.780218319
2025-04-11 05:40:31.564718,STOCK3,199.74036034335313,199.74036034335313,193.34817890417798,195.47084903740398,1573314.1766270297
2025-04-11 05:40:31.564718,STOCK4,109.89299271876641,109.89299271876641,108.60792724903281,109.58456516706322,1912079.0572121725
2025-04-11 05:40:31.564718,STOCK5,140.36446009486426,143.26018076528356,140.36446009486426,142.5961174338001,3893405.467376174
2025-04-12 05:40:31.564718,STOCK1,100.64827586823046,100.64827586823046,97.4731846840255,97.67586550911626,5003997.5680564325
2025-04-12 05:40:31.564718,STOCK2,80.76895847213594,84.13646604083013,80.76895847213594,84.11016741802987,2859234.2311493615
2025-04-12 05:40:31.564718,STOCK3,195.47084903740398,199.80354490003992,195.47084903740398,198.6520716170028,756604.725478208
2025-04-12 05:40:31.564718,STOCK4,109.58456516706322,109.58456516706322,108.0928145787975,108.15970062847778,2648682.7282365705
2025-04-12 05:40:31.564718,STOCK5,142.5961174338001,148.52992265124598,142.5961174338001,145.92076382322693,4255152.621993019
2025-04-13 05:40:31.564718,STOCK1,97.67586550911626,98.38677701211988,94.91186554331827,96.8916729494912,4724149.863061311
2025-04-13 05:40:31.564718,STOCK2,84.11016741802987,84.18607452578608,83.81371517775864,83.97504051210971,2086320.5593652653
2025-04-13 05:40:31.564718,STOCK3,198.6520716170028,203.06262670748592,198.6520716170028,202.13228577328766,1580536.9902992812
2025-04-13 05:40:31.564718,STOCK4,108.15970062847778,108.20100451424322,106.48514044932357,107.40083546520377,1597109.1261048284
2025-04-13 05:40:31.564718,STOCK5,145.92076382322693,145.92076382322693,142.9841616141041,143.3484148876388,4068576.022569208
2025-04-14 05:40:31.564718,STOCK1,96.8916729494912,96.8916729494912,93.96446996013509,95.51138394432375,4299328.843818219
2025-04-14 05:40:31.564718,STOCK2,83.97504051210971,87.06471625519072,83.97504051210971,87.06336633261479,3518921.2017070577
2025-04-14 05:40:31.564718,STOCK3,202.13228577328766,206.83098742004472,201.85604430623397,204.50886918629013,1214910.6648766166
2025-04-14 05:40:31.564718,STOCK4,107.40083546520377,108.2417879131587,104.4430461136302,106.70581562236339,1189031.747400893
2025-04-14 05:40:31.564718,STOCK5,143.3484148876388,143.3484148876388,140.83769130493314,141.77754410459704,4917909.862935661
2025-04-15 05:40:31.564718,STOCK1,95.51138394432375,95.51138394432375,93.34521858032254,94.22434314102952,3699243.5234297384
2025-04-15 05:40:31.564718,STOCK2,87.06336633261479,87.06336633261479,83.37102300789338,84.30803346206544,1979782.767842161
2025-04-15 05:40:31.564718,STOCK3,204.50886918629013,208.58252851620546,203.49446650095084,205.581588539091,2064498.8751524268
2025-04-15 05:40:31.564718,STOCK4,106.70581562236339,106.70581562236339,103.62384065810154,104.22775606217542,2277753.628272608
2025-04-15 05:40:31.564718,STOCK5,141.77754410459704,142.91865129709896,141.34643781697937,141.38613731101012,5067321.113445849
2025-04-16 05:40:31.564718,STOCK1,94.22434314102952,94.22434314102952,89.63444218408958,90.32245989787596,1895861.1648741495
2025-04-16 05:40:31.564718,STOCK2,84.30803346206544,84.30803346206544,83.34638301655094,83.38944879287685,4431786.153045456
2025-04-16 05:40:31.564718,STOCK3,205.581588539091,215.03308885941638,205.581588539091,211.39684631335712,1352673.9245620307
2025-04-16 05:40:31.564718,STOCK4,104.22775606217542,105.47407151521105,101.0690978563787,103.67213408570237,2477765.815144458
2025-04-16 05:40:31.564718,STOCK5,141.38613731101012,148.458405078463,141.38613731101012,146.1145936614853,2717325.372829272
2025-04-17 05:40:31.564718,STOCK1,90.32245989787596,90.32245989787596,88.73328646645872,89.23708065480876,4265816.461932888
2025-04-17 05:40:31.564718,STOCK2,83.38944879287685,85.14945742324898,83.38944879287685,84.7776335686492,3698152.012240022
2025-04-17 05:40:31.564718,STOCK3,211.39684631335712,211.39684631335712,205.53590490456548,206.67027431675274,1562963.4748325634
2025-04-17 05:40:31.564718,STOCK4,103.67213408570237,105.12957770792401,103.67213408570237,104.04207684381898,2266280.0010270863
2025-04-17 05:40:31.564718,STOCK5,146.1145936614853,148.46750506441654,146.08871907741525,147.84344517741116,5002163.544332534
2025-04-18 05:40:31.564718,STOCK1,89.23708065480876,92.47696810714682,89.23708065480876,90.35542549190859,4014228.073541198
2025-04-18 05:40:31.564718,STOCK2,84.7776335686492,86.11751212595928,84.7776335686492,85.12470040654071,2030851.0513569214
2025-04-18 05:40:31.564718,STOCK3,206.67027431675274,207.51697973782277,202.44900936833582,207.04372637762515,1310877.096557371
2025-04-18 05:40:31.564718,STOCK4,104.04207684381898,106.60710278922197,104.04207684381898,106.23552330863203,1659229.082574011
2025-04-18 05:40:31.564718,STOCK5,147.84344517741116,147.84344517741116,143.62182798536543,144.0516872549463,2555773.24288301
2025-04-19 05:40:31.564718,STOCK1,90.35542549190859,95.53401885899235,90.35542549190859,95.14868996770714,4086657.366286369
2025-04-19 05:40:31.564718,STOCK2,85.12470040654071,86.56908430274758,83.60817802520288,86.07977158297831,3274125.9214786272
